skill_component_id,skill_component,description,purpose,domain,keywords_en,keywords_ge
sc_0126,Translate business problems into well-defined ML tasks,NA,BUILD AI,Machine Learning,"ml problem framing, problem formulation for ml, convert business problem to ml task, use case definition, domain problem to ml model, ai solution framing, ml project scoping, business issue to ai problem, defining ml use-cases, translate requirements into ml tasks, abstract problems to ml solutions, map business needs to ml, formulate data science problem, application of ml to business needs, problem definition in ml terms","ml-problemdefinition, problemformulierung für ml, geschäftsproblem in ml-aufgabe überführen, use-case-definition, domänenproblem zum ml-modell, ki-lösungsrahmen, ml-projektabgrenzung, geschäftsanliegen als ki-problem, definition von ml-anwendungsfällen, anforderungen in ml-aufgaben übersetzen, probleme abstrahieren zu ml-lösungen, geschäftsbedürfnisse auf ml abbilden, data-science-problem formulieren, einsatz von ml für geschäftsanforderungen, problemdefinition in ml-terminologie"
sc_0127,Build reinforcement learning algorithms and environments,NA,BUILD AI,Machine Learning,"develop rl algorithms, create rl environments, reinforcement learning development, implement rl frameworks, train rl agents, design reinforcement learning problems, build rl simulations, program rl algorithms, rl environment setup, reinforcement learning implementation, develop rl agents, design rl experiments, create training environments for rl, rl algorithm design, build rl models","rl-algorithmen entwickeln, rl-umgebungen erstellen, reinforcement-learning-entwicklung, rl-frameworks implementieren, rl-agenten trainieren, reinforcement-learning-probleme entwerfen, rl-simulationen aufbauen, rl-algorithmen programmieren, rl-umgebung einrichten, reinforcement-learning-implementierung, rl-agenten entwickeln, rl-experimente designen, trainingsumgebungen für rl schaffen, rl-algorithmus-design, rl-modelle aufbauen"
sc_0128,Employ model interpretability and explainability techniques to increase transparency of prediction behavior,NA,BUILD AI,"Machine Learning, AI Regulation","model interpretability, explainable ai (xai), interpretation techniques, explainability methods, transparency in ai, understanding model predictions, model explanation tools, shap and lime techniques, explain model outputs, interpretable ml, increasing model transparency, xai techniques, explain model behavior, transparent ai models, interpreting predictions","modell-interpretierbarkeit, erklärbare ki (xai), interpretationstechniken, erklärbarkeitsmethoden, transparenz in ki, modellvorhersagen verstehen, modell-erklärungstools, shap- und lime-techniken, modellausgaben erklären, interpretierbares ml, steigerung der modelltransparenz, xai-techniken, modellverhalten erklären, transparente ki-modelle, vorhersagen interpretieren"
sc_0129,Recognize recurring software design problems and apply appropriate design patterns to solve them,NA,BUILD AI,Software Design,"software design patterns, design problem solving, applying design patterns, common design solutions, solve recurring design problems, object-oriented design principles, use design patterns effectively, architectural pattern application, solid principles, design best practices, pattern-based design, design problem solving, refactor to patterns, recurring problem solutions, design template usage","software-entwurfsmuster, design-problemlösung, entwurfsmuster anwenden, gängige designlösungen, wiederkehrende designprobleme lösen, objektorientierte designprinzipien, entwurfsmuster effektiv einsetzen, anwendung architektonischer muster, solid-prinzipien, design-best-practices, musterbasiertes design, design-problemlösung, refactoring mit mustern, lösungen für wiederkehrende probleme, verwendung von design-vorlagen"
sc_0130,Create system architecture documentation,NA,BUILD AI,Software Design,"architecture documentation, system design docs, technical architecture docs, system architecture diagrams, architecture blueprints, documenting system design, high-level design documents, system blueprint documentation, architecture description, system overview docs, software architecture documentation, design spec documents, architecture notebooks, architecture reference docs, document system architecture","architektur-dokumentation, system-design-dokumente, technische architektur-dokumente, systemarchitektur-diagramme, architektur-blueprints, systemdesign dokumentieren, high-level-designdokumente, system-blueprint-dokumentation, architektur-beschreibung, system-übersichts­dokumente, softwarearchitektur-dokumentation, design-spezifikationsdokumente, architektur-notizen, architektur-referenzdokumente, systemarchitektur dokumentieren"
sc_0131,Design maintainable architectures with high cohesion and low coupling,NA,BUILD AI,Software Design,"maintainable architecture, high cohesion design, low coupling architecture, modular architecture, loosely coupled design, cohesive module design, separation of concerns, modular system design, decoupled architecture, architecture best practices, design for maintainability, cohesive component design, independent modules, flexible architecture, clean architecture principles","wartbare architektur, design mit hoher kohäsion, architektur mit geringer kopplung, modulare architektur, lose gekoppelte gestaltung, kohäsiver modul-entwurf, trennung von zuständigkeiten, modulares systemdesign, entkoppelte architektur, architektur-best-practices, design für wartbarkeit, kohäsives komponentendesign, unabhängige module, flexible architektur, clean-architecture-prinzipien"
sc_0132,Design modular software components with clear separation of concerns,NA,BUILD AI,Software Design,"modular software design, separation of concerns, modular components, decoupled modules, cohesive component design, modular programming, clear separation of concerns, component-based design, modular architecture, independent modules, high cohesion modules, modularity in design, encapsulated components, software modularization, clean module boundaries","modulares softwaredesign, trennung von zuständigkeiten, modulare komponenten, entkoppelte module, kohäsives komponentendesign, modulares programmieren, klare trennung der verantwortlichkeiten, komponentenbasiertes design, modulare architektur, unabhängige module, hohe kohäsion der module, modularität im design, einkapselte komponenten, software-modularisierung, klare modulgrenzen"
sc_0133,Design loosely coupled system architectures for maintainability,NA,BUILD AI,Software Design,"loose coupling design, decoupled system architecture, maintainable system design, low coupling architecture, flexible architecture, loosely coupled components, independent subsystem design, minimal interdependencies, architecture for maintainability, designing for low coupling, modular system architecture, system flexibility design, decomposed architecture, highly independent modules, light coupling design","lose kopplungs-architektur, entkoppelte systemarchitektur, wartbares systemdesign, architektur mit geringer kopplung, flexible architektur, lose gekoppelte komponenten, design unabhängiger teilsysteme, minimale abhängigkeiten, architektur für wartbarkeit, design für lose kopplung, modulare systemarchitektur, systemdesign für flexibilität, zerlegte architektur, hochgradig unabhängige module, leicht gekoppelte architektur"
sc_0134,Decompose tasks into agent-executable and human-reserved components,NA,USE AI,Agentic AI Proficiency,"task decomposition, agent-executable tasks, human-reserved tasks, delegation scoping, task complexity assessment, reversibility assessment, human judgment retention, review-sized delegation, intentional task splitting, agent scope definition","aufgabenzerlegung, agentenausführbare aufgaben, menschlich vorbehaltene aufgaben, delegationsabgrenzung, aufgabenkomplexitätsbewertung, reversibilitätsbewertung, erhalt menschlichen urteilsvermögens, überprüfbare delegationsgröße, gezielte aufgabenaufteilung, definition des agentenumfangs"
sc_0135,"Brief AI agents with defined goals, constraints, and quality standards",NA,USE AI,Agentic AI Proficiency,"agent briefing, outcome specification, intent-setting, quality standards definition, constraint specification, stop conditions, checkpoint definition, brief-first iteration, autonomous execution briefs, output format specification","agenten-briefing, ergebnisspezifikation, absichtsfestlegung, definition von qualitätsstandards, festlegung von randbedingungen, abbruchbedingungen, checkpoint-definition, iteratives briefing, briefings für autonome ausführung, festlegung des ausgabeformats"
sc_0136,Verify and critically evaluate AI agent outputs before sharing or acting on them,NA,USE AI,Agentic AI Proficiency,"agent output verification, critical output evaluation, trust calibration, hallucination detection, silent reasoning errors, recurring failure mode analysis, accountability for agent output, quality-gated release, edge case detection, verification efficiency","verifizierung von agentenausgaben, kritische ausgabenbewertung, vertrauenskalibrierung, halluzinationserkennung, stille schlussfolgerungsfehler, analyse wiederkehrender fehlermuster, verantwortlichkeit für agentenausgaben, qualitätsgesteuerte freigabe, erkennung von randfällen, effizienz der verifizierung"
sc_0137,Calibrate trust in AI agents and manage risks of over-reliance,NA,USE AI,Agentic AI Proficiency,"trust calibration, agent autonomy level, maintain human judgment, earned autonomy, over-reliance risk, professional deskilling risk, context-appropriate scrutiny, revisable trust decisions, system-level calibration, self-monitoring for haste and fatigue","vertrauenskalibrierung, autonomiegrad des agenten, menschliches urteilsvermögen bewahren, verdiente autonomie, risiko der übermäßigen abhängigkeit, risiko des kompetenzverlusts, kontextangemessene prüfung, überprüfbare vertrauensentscheidungen, kalibrierung auf systemebene, selbstbeobachtung bei eile und ermüdung"
sc_0138,Redesign recurring workflows by identifying AI-fit steps and building reusable automations,NA,USE AI,Agentic AI Proficiency,"recurring workflow redesign, ai-fit step identification, reusable automation building, rule-based vs judgment-intensive steps, structured prompt design, documented reusable workflow, sharing ai learnings, proactive workflow redesign, local optimization avoidance, workflow maintainability","neugestaltung wiederkehrender workflows, identifikation ki-geeigneter schritte, aufbau wiederverwendbarer automatisierungen, regelbasierte vs. urteilsintensive schritte, strukturiertes prompt-design, dokumentierter wiederverwendbarer workflow, teilen von ki-erkenntnissen, proaktive workflow-neugestaltung, vermeidung lokaler optimierung, wartbarkeit von workflows"
sc_0139,Match task type to the right AI tool category,NA,USE AI,Agentic AI Proficiency,"ai tool category selection, chat vs agent vs low-code, coding agent selection, multi-step reasoning tools, rule-based flow tooling, process ai-fit evaluation, tool category matching, task-to-tool fit, technical execution tooling, single-step vs multi-step tasks","auswahl der ki-tool-kategorie, chat vs. agent vs. low-code, auswahl von coding-agenten, tools für mehrstufiges schlussfolgern, tooling für regelbasierte abläufe, bewertung der ki-eignung von prozessen, zuordnung von tool-kategorien, passung von aufgabe und tool, tooling für technische umsetzung, einstufige vs. mehrstufige aufgaben"
sc_0140,Apply internal AI governance requirements to agent usage,NA,USE AI,Agentic AI Proficiency,"internal governance application, agent usage policy compliance, policy interpretation, escalation on policy deviation, day-to-day governance adherence, minimum responsible skillset, recognizing out-of-policy usage, governance-aware agent use, compliance escalation, applying governance in practice","anwendung interner governance-vorgaben, richtlinienkonforme agentennutzung, richtlinieninterpretation, eskalation bei richtlinienabweichung, alltägliche governance-einhaltung, mindestkompetenz für verantwortungsvolle nutzung, erkennen richtlinienwidriger nutzung, governance-bewusste agentennutzung, compliance-eskalation, praktische anwendung von governance"
sc_0141,Design single-agent architecture (perceive–reason–act–observe loop),NA,INTEGRATE AI,Agentic AI Integration,"agent loop design, perceive-reason-act-observe cycle, single-agent architecture, failure mode design, agent safety architecture, loop-based agent design, architecture-driven behavior, agent control flow, autonomous loop engineering, agent state transitions","agenten-schleifen-design, perceive-reason-act-observe-zyklus, single-agent-architektur, entwurf von fehlermodi, sicherheitsarchitektur für agenten, schleifenbasiertes agentendesign, verhaltenssteuerung durch architektur, agenten-kontrollfluss, engineering autonomer schleifen, agenten-zustandsübergänge"
sc_0142,Map processes to identify AI-fit steps and appropriate agent involvement levels,NA,INTEGRATE AI,Agentic AI Integration,"process mapping, ai-fit step evaluation, agent involvement level, rule-based vs judgment-intensive steps, human-task reservation, documented ai-fit decisions, process owner evaluation, no-ai vs chat vs agent vs automation decision, revisable process decisions, process-level ai scoping","prozess-mapping, bewertung ki-geeigneter schritte, grad der agentenbeteiligung, regelbasierte vs. urteilsintensive schritte, vorbehalt menschlicher aufgaben, dokumentierte ki-eignungsentscheidungen, bewertung durch prozessverantwortliche, entscheidung zwischen keine-ki, chat, agent und automatisierung, überarbeitbare prozessentscheidungen, ki-abgrenzung auf prozessebene"
sc_0143,Configure and deploy agents and no-code automations in operational workflows,NA,INTEGRATE AI,Agentic AI Integration,"low-code agent configuration, no-code automation deployment, trigger condition setup, output handling configuration, agent behavior testing, connecting agents to data sources, configuration vs architecture, operational agent deployment, enterprise tooling for agents, controlled environment testing","low-code-agentenkonfiguration, bereitstellung von no-code-automatisierungen, einrichtung von auslösebedingungen, konfiguration der ausgabeverarbeitung, testen des agentenverhaltens, anbindung von agenten an datenquellen, konfiguration vs. architektur, operativer agenteneinsatz, unternehmens-tooling für agenten, testen in kontrollierter umgebung"
sc_0144,"Define agent scope, guardrails, and escalation conditions for operational deployment",NA,INTEGRATE AI,Agentic AI Integration,"agent scope definition, guardrail specification, escalation condition design, human review triggers, data access permissions, organizational risk tolerance, compliance-auditable specifications, named agent boundaries, stop conditions for agents, governance choices for deployment","definition des agentenumfangs, festlegung von leitplanken, entwurf von eskalationsbedingungen, auslöser für menschliche überprüfung, datenzugriffsberechtigungen, organisatorische risikotoleranz, compliance-prüfbare spezifikationen, abgrenzung benannter agenten, abbruchbedingungen für agenten, governance-entscheidungen für den einsatz"
sc_0145,Document agentic workflows and quality standards to enable organizational repeatability,NA,INTEGRATE AI,Agentic AI Integration,"agentic workflow documentation, quality standard documentation, handoff condition documentation, failure mode records, organizational repeatability, knowledge transfer for workflows, workflow documentation and repeatability, sharing ai learnings, decision rationale documentation, onboarding without starting from scratch","dokumentation agentischer workflows, dokumentation von qualitätsstandards, dokumentation von übergabebedingungen, aufzeichnung von fehlermodi, organisatorische wiederholbarkeit, wissenstransfer für workflows, workflow-dokumentation und wiederholbarkeit, teilen von ki-erkenntnissen, dokumentation von entscheidungsgründen, einarbeitung ohne neuanfang"
sc_0146,Establish organizational baselines for responsible agent use and continuous upskilling,NA,INTEGRATE AI,Agentic AI Integration,"minimum responsible skillset, role-differentiated baseline, agent limitation awareness training, verifiable competency baseline, onboarding and hiring integration, continuous baseline maintenance, escalation know-how, safe data handling training, ongoing capability verification, organizational upskilling rhythm","mindestkompetenz für verantwortungsvolle nutzung, rollendifferenzierte kompetenzbasis, schulung zum erkennen von agentengrenzen, überprüfbare kompetenzbasis, integration in einstellung und einarbeitung, kontinuierliche pflege der kompetenzbasis, eskalations-know-how, schulung zum sicheren datenumgang, laufende überprüfung der fähigkeiten, organisatorischer weiterbildungsrhythmus"
sc_0147,Implement production safety guardrails,NA,INTEGRATE AI,Agentic AI Integration,"confidence thresholds, behavioral baselines, guardrail agents, escalation paths, sandboxing, high-risk action blocking, continuous behavioral monitoring, defined incident response, production safety implementation, reliability metrics for autonomy","konfidenzschwellen, verhaltensbaselines, leitplanken-agenten, eskalationspfade, sandboxing, blockierung hochriskanter aktionen, kontinuierliche verhaltensüberwachung, definierte incident-response, umsetzung der produktionssicherheit, zuverlässigkeitsmetriken für autonomie"
sc_0148,Lead hybrid human–agent teams,NA,INTEGRATE AI,Agentic AI Integration,"hybrid team leadership, human-agent work allocation, flat agent-mediated coordination, sustaining team motivation, professional identity in role shift, combined human-agent performance evaluation, deliberate delegation choices, skill practice preservation, team wellbeing management, leading through role transformation","führung hybrider teams, verteilung von arbeit zwischen mensch und agent, flache agentenvermittelte koordination, aufrechterhaltung der teammotivation, berufliche identität im rollenwandel, bewertung der kombinierten mensch-agenten-leistung, bewusste delegationsentscheidungen, erhalt der kompetenzpraxis, management des teamwohlbefindens, führung durch rollentransformation"
sc_0149,"Design multi-agent architectures with role assignment, communication protocols, and shared state",NA,BUILD AI,Agentic AI Engineering,"multi-agent architecture, supervisor-worker hierarchy, handoff protocols, shared state design, agent memory structures, conflict resolution between agents, centralized orchestration, swarm architecture, reliability and debuggability tradeoffs, small-team supervision of many agents","multi-agenten-architektur, supervisor-worker-hierarchie, übergabeprotokolle, design gemeinsamer zustände, agenten-speicherstrukturen, konfliktlösung zwischen agenten, zentralisierte orchestrierung, schwarm-architektur, abwägungen bei zuverlässigkeit und debugging, überwachung vieler agenten durch kleine teams"
sc_0150,Design and implement agent memory and retrieval systems,NA,BUILD AI,Agentic AI Engineering,"agent memory architecture, working memory, episodic memory, semantic memory, retrieval mechanisms, context window management, long-horizon coherence, memory-driven improvement, session persistence, memory retrieval timing","agenten-speicherarchitektur, arbeitsgedächtnis, episodisches gedächtnis, semantisches gedächtnis, retrieval-mechanismen, kontextfenster-management, kohärenz über lange zeiträume, gedächtnisgestützte verbesserung, sitzungsübergreifende persistenz, zeitpunkt des gedächtnisabrufs"
sc_0151,Integrate tools and APIs into agentic systems with scoped permissions and fallback logic,NA,BUILD AI,Agentic AI Engineering,"tool interface design, self-describing parameter schemas, authentication and rate-limit handling, fallback path design, least-privilege permissions, over-permissioning risk, tool reliability at scale, agent-tool integration, scoped data access, tool failure handling","entwurf von tool-schnittstellen, selbstbeschreibende parameterschemas, umgang mit authentifizierung und ratenbegrenzung, entwurf von fallback-pfaden, prinzip der minimalen rechte, risiko der überberechtigung, tool-zuverlässigkeit im großen maßstab, agenten-tool-integration, eingeschränkter datenzugriff, umgang mit tool-fehlern"
sc_0152,Build agentic evaluation frameworks measuring task completion rates and failure modes,NA,BUILD AI,Agentic AI Engineering,"agent evaluation harness, trajectory-level assessment, task completion rate, tool selection quality, safety violation metrics, efficiency metrics, evaluation discipline, realistic task scenarios, decision trajectory analysis, systematic improvement before deployment","evaluierungs-harness für agenten, bewertung auf trajektorienebene, aufgabenerfolgsrate, qualität der werkzeugauswahl, sicherheitsverstoß-metriken, effizienzmetriken, evaluierungsdisziplin, realistische aufgabenszenarien, analyse der entscheidungstrajektorie, systematische verbesserung vor der bereitstellung"
sc_0153,"Implement agent observability systems covering behavioral logging, tracing, and drift detection",NA,BUILD AI,Agentic AI Engineering,"behavioral logging, tool call tracing, decision point capture, operational metrics, behavioral drift detection, incident detection, root cause analysis, audit evidence base, agent observability infrastructure, production diagnosability","verhaltensprotokollierung, nachverfolgung von tool-aufrufen, erfassung von entscheidungspunkten, betriebliche kennzahlen, erkennung von verhaltensdrift, incident-erkennung, ursachenanalyse, nachweisbasis für audits, observability-infrastruktur für agenten, diagnostizierbarkeit im produktivbetrieb"
sc_0154,Defend agentic systems against prompt injection through input validation and sandboxed execution,NA,BUILD AI,Agentic AI Engineering,"prompt injection defense, indirect prompt injection, input sanitization on tool outputs, sandboxed execution environments, behavioral policy design, injected instruction resistance, retrieved-content attack surface, tool-use exploitation, injection vulnerability identification, countermeasure implementation","schutz vor prompt injection, indirekte prompt injection, eingabebereinigung von tool-ausgaben, sandboxed-ausführungsumgebungen, entwurf von verhaltensrichtlinien, resistenz gegen eingeschleuste anweisungen, angriffsfläche durch abgerufene inhalte, ausnutzung der tool-nutzung, identifikation von injection-schwachstellen, umsetzung von gegenmaßnahmen"
sc_0155,Apply internal AI governance requirements to agent development,NA,INTEGRATE AI,Agentic AI Engineering,"governance in agent development, risk classification, approval workflows, guardrail implementation for development, documentation requirements, policy-conformance judgment, pre-deployment policy check, development-stage compliance, regulatory requirement application, governance-aware engineering","governance in der agentenentwicklung, risikoklassifizierung, freigabe-workflows, umsetzung von leitplanken in der entwicklung, dokumentationsanforderungen, beurteilung der richtlinienkonformität, richtlinienprüfung vor der bereitstellung, compliance in der entwicklungsphase, anwendung regulatorischer anforderungen, governance-bewusstes engineering"
sc_0156,"Establish agent governance frameworks with defined ownership, permissions, and audit trails",NA,INTEGRATE AI,Agentic AI Governance,"named agent ownership, permission review cycles, behavioral escalation thresholds, agent lifecycle management, agent retirement, operational governance mechanisms, audit trail requirements, built-in accountability, enforceable guardrails, reliability metrics governing autonomy","benannte agenten-verantwortlichkeit, überprüfungszyklen für berechtigungen, verhaltensbasierte eskalationsschwellen, lebenszyklusmanagement für agenten, außerbetriebnahme von agenten, operative governance-mechanismen, anforderungen an audit-trails, eingebaute rechenschaftspflicht, durchsetzbare leitplanken, zuverlässigkeitsmetriken zur steuerung der autonomie"
sc_0157,"Design agentic systems for trustworthiness with built-in explainability, fairness, and human oversight",NA,INTEGRATE AI,Agentic AI Governance,"trustworthy ai by design, explainability requirements, fairness testing protocols, disclosure requirements, proportionate oversight mechanisms, high-risk action blocking, audit trail specifications, bias testing protocols, verifiable trustworthiness principles, design-stage trust requirements","vertrauenswürdige ki von anfang an, anforderungen an erklärbarkeit, testprotokolle für fairness, offenlegungspflichten, verhältnismäßige aufsichtsmechanismen, blockierung hochriskanter aktionen, spezifikationen für audit-trails, testprotokolle für bias, überprüfbare vertrauenswürdigkeitsprinzipien, vertrauensanforderungen in der designphase"
sc_0158,Define and enforce data protection requirements for agentic workflows and multi-agent data flows,NA,INTEGRATE AI,Agentic AI Governance,"lawful purpose scoping, personal data retention periods, erasure request routing, multi-agent data flow logging, traceable and auditable flows, exfiltration prevention, design-time data protection, regulatory audit readiness, agent memory data governance, data protection specification","festlegung des rechtmäßigen zwecks, aufbewahrungsfristen für personenbezogene daten, weiterleitung von löschanfragen, protokollierung multi-agenten-datenflüsse, nachvollziehbare und auditierbare datenflüsse, verhinderung von datenexfiltration, datenschutz ab der designphase, auditbereitschaft für regulierungsanforderungen, daten-governance für agentengedächtnis, datenschutzspezifikation"
sc_0159,"Develop organizational agentic readiness strategies covering access, governance, and leadership alignment",NA,INTEGRATE AI,Agentic AI Governance,"universal infrastructure access, agent-aware tool procurement, standardized agent interfaces, cross-team governance standards, leadership alignment and modeling, agentic-first organizational conditions, shared ownership of role evolution, procurement compatibility evaluation, sustainable agentic transformation, baseline agentic tooling access","universeller infrastrukturzugang, agenten-bewusste tool-beschaffung, standardisierte agenten-schnittstellen, teamübergreifende governance-standards, führungsausrichtung und vorbildfunktion, agentenorientierte organisationsbedingungen, geteilte verantwortung für den rollenwandel, bewertung der beschaffungskompatibilität, nachhaltige agentische transformation, grundlegender zugang zu agentischem tooling"
sc_0160,"Establish organizational policies on responsible AI consumption, accounting for environmental, cognitive, and financial costs",NA,INTEGRATE AI,Agentic AI Governance,"cost thresholds for agent deployment, environmental-impact ceilings, complexity and oversight caps, budgeted compute and energy, cognitive load as a resource, spend ownership and limits, disproportionate deployment prevention, responsible ai consumption policy, sustainability governance for agents, deployment-stopping policy test","kostenschwellen für den agenteneinsatz, obergrenzen für umweltauswirkungen, komplexitäts- und aufsichtsgrenzen, budgetiertes compute und energie, kognitive belastung als ressource, verantwortlichkeit und grenzen für ausgaben, verhinderung unverhältnismäßiger einsätze, richtlinie für verantwortungsvollen ki-konsum, nachhaltigkeits-governance für agenten, richtlinientest zum stoppen von einsätzen"
sc_0161,"Mark, label and detect AI-generated content where disclosure is legally binding",NA,INTEGRATE AI,Agentic AI Governance,"ai-generated content labeling, deepfake disclosure, legally required disclosure, marking public-interest content, undisclosed content detection, disclosure obligation compliance, content provenance marking, regulatory labeling requirements, recognizing undisclosed ai content, appropriate response to non-disclosure","kennzeichnung ki-generierter inhalte, offenlegung von deepfakes, gesetzlich vorgeschriebene offenlegung, kennzeichnung von inhalten öffentlichen interesses, erkennung nicht offengelegter inhalte, einhaltung der offenlegungspflicht, herkunftskennzeichnung von inhalten, regulatorische kennzeichnungspflichten, erkennen nicht offengelegter ki-inhalte, angemessene reaktion auf fehlende offenlegung"
